CSA,indicator,indicator_category,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2006 - 2010
Patterson Park North & East,hsagovXX,Education and Youth,,,,,,,,61.44578313253012,58.64197530864198,37.80487804878049,42.30769230769231,
Penn North/Reservoir Hill,hsagovXX,Education and Youth,,,,,,,,46.875,34.32835820895522,43.19526627218935,42.45810055865922,
Perkins/Middle East,hsagovXX,Education and Youth,,,,,,,,51.61290322580645,60.71428571428571,39.34426229508197,,
Pimlico/Arlington/Hilltop,hsagovXX,Education and Youth,,,,,,,,43.333333333333336,45.95959595959596,39.62264150943396,45.8149779735683,
Poppleton/The Terraces/Hollins Market,hsagovXX,Education and Youth,,,,,,,,46.3768115942029,52.459016393442624,46.875,47.2972972972973,
Sandtown-Winchester/Harlem Park,hsagovXX,Education and Youth,,,,,,,,41.39344262295082,48.52320675105485,36.07843137254902,46.42857142857143,
South Baltimore,hsagovXX,Education and Youth,,,,,,,,63.63636363636363,82.6086956521739,86.66666666666667,72.22222222222221,
Southeastern,hsagovXX,Education and Youth,,,,,,,,55.55555555555556,61.40350877192983,42.42424242424242,31.746031746031743,
Southern Park Heights,hsagovXX,Education and Youth,,,,,,,,45.07042253521127,56.8075117370892,44.60093896713615,41.05691056910569,
Southwest Baltimore,hsagovXX,Education and Youth,,,,,,,,50.22026431718062,47.03196347031963,44.09722222222222,46.26865671641791,
The Waverlies,hsagovXX,Education and Youth,,,,,,,,56.75675675675676,69.47368421052632,51.42857142857142,51.006711409395976,
Upton/Druid Heights*,hsagovXX,Education and Youth,,,,,,,,32.82442748091603,38.18181818181819,33.70786516853933,38.01169590643275,
Washington Village,hsagovXX,Education and Youth,,,,,,,,41.46341463414634,52.0,47.45762711864407,50.72463768115942,
Westport/Mt. Winans/Lakeland,hsagovXX,Education and Youth,,,,,,,,57.647058823529406,73.41772151898735,49.42528735632184,49.193548387096776,
Baltimore City,hsagovXX,Education and Youth,,,,,,,,52.99984887411213,57.11337166445526,46.329772665023285,48.79459980713597,
Allendale/Irvington/S. Hilton,hsaalgXX,Education and Youth,,,,,,,,20.99737532808399,28.57142857142857,29.303278688524593,19.867549668874172,
Beechfield/Ten Hills/West Hills,hsaalgXX,Education and Youth,,,,,,,,33.82352941176471,40.37267080745342,36.56387665198238,24.6031746031746,
Belair-Edison,hsaalgXX,Education and Youth,,,,,,,,27.555555555555557,37.411764705882355,31.868131868131865,22.972972972972975,
Brooklyn/Curtis Bay/Hawkins Point,hsaalgXX,Education and Youth,,,,,,,,29.75206611570248,44.44444444444444,40.36697247706422,30.49645390070922,
Canton,hsaalgXX,Education and Youth,,,,,,,,20.0,59.09090909090909,47.05882352941176,39.285714285714285,
Cedonia/Frankford,hsaalgXX,Education and Youth,,,,,,,,32.278481012658226,40.0,32.69961977186312,22.748091603053435,
Cherry Hill,hsaalgXX,Education and Youth,,,,,,,,25.112107623318387,29.807692307692307,26.359832635983267,23.154362416107382,
Chinquapin Park/Belvedere,hsaalgXX,Education and Youth,,,,,,,,39.63963963963964,42.857142857142854,39.49579831932773,22.65625,
Claremont/Armistead,hsaalgXX,Education and Youth,,,,,,,,35.0,41.509433962264154,41.32231404958678,28.57142857142857,
Clifton-Berea,hsaalgXX,Education and Youth,,,,,,,,29.82456140350877,36.54618473895582,26.47058823529412,23.055555555555557,
Cross-Country/Cheswolde,hsaalgXX,Education and Youth,,,,,,,,29.03225806451613,52.0,52.63157894736842,34.04255319148936,
Dickeyville/Franklintown,hsaalgXX,Education and Youth,,,,,,,,27.77777777777778,30.76923076923077,40.57971014492754,20.54794520547945,
Dorchester/Ashburton,hsaalgXX,Education and Youth,,,,,,,,27.95275590551181,37.10407239819005,32.58426966292135,21.766561514195583,
Downtown/Seton Hill,hsaalgXX,Education and Youth,,,,,,,,35.13513513513514,21.428571428571427,22.22222222222222,32.35294117647059,
Edmondson Village,hsaalgXX,Education and Youth,,,,,,,,25.675675675675674,37.38317757009346,30.241935483870968,22.264150943396228,
Fells Point,hsaalgXX,Education and Youth,,,,,,,,45.16129032258064,46.15384615384615,24.137931034482758,44.44444444444444,
Forest Park/Walbrook,hsaalgXX,Education and Youth,,,,,,,,31.363636363636367,37.254901960784316,31.275720164609055,25.49800796812749,
Glen-Falstaff,hsaalgXX,Education and Youth,,,,,,,,26.61596958174905,38.22222222222222,37.93103448275862,27.67857142857143,
Greater Charles Village/Barclay,hsaalgXX,Education and Youth,,,,,,,,30.4,45.26315789473684,40.0,28.333333333333332,
Greater Govans,hsaalgXX,Education and Youth,,,,,,,,37.56345177664975,38.589211618257266,38.75432525951557,25.185185185185183,
Greater Mondawmin,hsaalgXX,Education and Youth,,,,,,,,25.24271844660194,31.858407079646017,25.203252032520325,22.59259259259259,
Greater Roland Park/Poplar Hill,hsaalgXX,Education and Youth,,,,,,,,78.94736842105263,68.42105263157895,91.66666666666666,68.0,
Greater Rosemont,hsaalgXX,Education and Youth,,,,,,,,20.147874306839185,26.42369020501139,27.476635514018692,22.64808362369338,
Greenmount East,hsaalgXX,Education and Youth,,,,,,,,25.396825396825395,40.69767441860465,31.535269709543567,24.02826855123675,
Hamilton,hsaalgXX,Education and Youth,,,,,,,,39.565217391304344,42.30769230769231,49.60317460317461,29.92125984251969,
Harbor East/Little Italy,hsaalgXX,Education and Youth,,,,,,,,,,,21.951219512195124,
Harford/Echodale,hsaalgXX,Education and Youth,,,,,,,,40.09216589861751,40.78947368421053,38.25757575757576,35.374149659863946,
Highlandtown,hsaalgXX,Education and Youth,,,,,,,,35.294117647058826,40.476190476190474,27.083333333333332,33.87096774193548,
Howard Park/West Arlington,hsaalgXX,Education and Youth,,,,,,,,29.100529100529098,42.26190476190476,33.80952380952381,25.0,
Inner Harbor/Federal Hill,hsaalgXX,Education and Youth,,,,,,,,29.82456140350877,30.0,26.190476190476193,36.708860759493675,
Jonestown/Oldtown,hsaalgXX,Education and Youth,,,,,,,,26.190476190476193,34.166666666666664,23.036649214659686,,
Lauraville,hsaalgXX,Education and Youth,,,,,,,,36.12565445026178,50.0,42.93193717277487,25.099601593625497,
Loch Raven,hsaalgXX,Education and Youth,,,,,,,,34.8122866894198,44.776119402985074,39.35483870967742,30.2491103202847,
Madison/East End,hsaalgXX,Education and Youth,,,,,,,,23.03370786516854,30.76923076923077,24.789915966386555,17.28395061728395,
Medfield/Hampden/Woodberry,hsaalgXX,Education and Youth,,,,,,,,35.294117647058826,52.38095238095239,56.30252100840336,37.22627737226277,
Midtown*,hsaalgXX,Education and Youth,,,,,,,,20.0,34.61538461538461,38.23529411764706,28.07017543859649,
Midway/Coldstream,hsaalgXX,Education and Youth,,,,,,,,25.0,38.308457711442784,32.40418118466899,26.171875,
Morrell Park/Violetville,hsaalgXX,Education and Youth,,,,,,,,55.223880597014926,54.90196078431373,70.1492537313433,51.76470588235295,
Mt. Washington/Coldspring,hsaalgXX,Education and Youth,,,,,,,,52.0,46.15384615384615,78.94736842105263,51.85185185185185,
North Baltimore/Guilford/Homeland,hsaalgXX,Education and Youth,,,,,,,,36.95652173913043,56.52173913043478,67.3913043478261,53.125,
Northwood,hsaalgXX,Education and Youth,,,,,,,,29.64426877470356,41.12903225806452,40.458015267175576,25.97864768683274,
Oldtown/Middle East,hsaalgXX,Education and Youth,,,,,,,,,,,17.903930131004365,
Orangeville/East Highlandtown,hsaalgXX,Education and Youth,,,,,,,,42.465753424657535,45.45454545454545,43.373493975903614,33.093525179856115,
Patterson Park North & East,hsaalgXX,Education and Youth,,,,,,,,36.032388663967616,34.13461538461539,30.29045643153527,25.259515570934255,
Penn North/Reservoir Hill,hsaalgXX,Education and Youth,,,,,,,,25.48076923076923,30.681818181818183,27.091633466135455,18.146718146718147,
Perkins/Middle East,hsaalgXX,Education and Youth,,,,,,,,23.958333333333336,28.888888888888886,28.155339805825243,,
Pimlico/Arlington/Hilltop,hsaalgXX,Education and Youth,,,,,,,,23.65930599369085,32.82442748091603,27.816901408450708,25.787965616045845,
Poppleton/The Terraces/Hollins Market,hsaalgXX,Education and Youth,,,,,,,,24.528301886792452,29.347826086956523,23.008849557522122,25.609756097560975,
Sandtown-Winchester/Harlem Park,hsaalgXX,Education and Youth,,,,,,,,22.408963585434176,31.147540983606557,33.10344827586207,22.843822843822846,
South Baltimore,hsaalgXX,Education and Youth,,,,,,,,65.71428571428571,60.0,56.666666666666664,54.83870967741935,
Southeastern,hsaalgXX,Education and Youth,,,,,,,,29.166666666666668,37.83783783783784,29.88505747126437,21.929824561403507,
Southern Park Heights,hsaalgXX,Education and Youth,,,,,,,,28.823529411764703,38.013698630136986,27.796610169491526,24.03560830860534,
Southwest Baltimore,hsaalgXX,Education and Youth,,,,,,,,19.12568306010929,33.97260273972603,27.427184466019416,21.8503937007874,
The Waverlies,hsaalgXX,Education and Youth,,,,,,,,33.33333333333333,40.78947368421053,40.31413612565445,20.526315789473685,
Upton/Druid Heights*,hsaalgXX,Education and Youth,,,,,,,,18.473895582329316,23.118279569892472,31.03448275862069,18.939393939393938,
Washington Village,hsaalgXX,Education and Youth,,,,,,,,29.591836734693878,36.708860759493675,35.526315789473685,19.791666666666664,
Westport/Mt. Winans/Lakeland,hsaalgXX,Education and Youth,,,,,,,,33.939393939393945,46.3768115942029,37.12574850299401,30.057803468208093,
Baltimore City,hsaalgXX,Education and Youth,,,,,,,,29.008616420719026,37.29341060313372,33.52338530066815,25.8550155457372,
Allendale/Irvington/S. Hilton,sclempXX,Education and Youth,79.88,,,,,,,,,,,82.11009174311926
Beechfield/Ten Hills/West Hills,sclempXX,Education and Youth,91.32,,,,,,,,,,,76.6698024459078
Belair-Edison,sclempXX,Education and Youth,76.75,,,,,,,,,,,79.6244131455399
Brooklyn/Curtis Bay/Hawkins Point,sclempXX,Education and Youth,67.33,,,,,,,,,,,87.33459357277883
Canton,sclempXX,Education and Youth,58.87,,,,,,,,,,,92.02898550724638
Cedonia/Frankford,sclempXX,Education and Youth,87.69,,,,,,,,,,,91.2648497554158
Cherry Hill,sclempXX,Education and Youth,72.63,,,,,,,,,,,85.5072463768116
Chinquapin Park/Belvedere,sclempXX,Education and Youth,81.34,,,,,,,,,,,81.54897494305239
Claremont/Armistead,sclempXX,Education and Youth,71.58,,,,,,,,,,,87.04156479217605
Clifton-Berea,sclempXX,Education and Youth,81.23,,,,,,,,,,,84.52950558213716
Cross-Country/Cheswolde,sclempXX,Education and Youth,96.18,,,,,,,,,,,95.6217162872154
Dickeyville/Franklintown,sclempXX,Education and Youth,90.38,,,,,,,,,,,100.0
Dorchester/Ashburton,sclempXX,Education and Youth,74.15,,,,,,,,,,,73.06397306397307
Downtown/Seton Hill,sclempXX,Education and Youth,64.76,,,,,,,,,,,100.0
Edmondson Village,sclempXX,Education and Youth,85.66,,,,,,,,,,,71.84115523465704
Fells Point,sclempXX,Education and Youth,83.12,,,,,,,,,,,87.27272727272727
Forest Park/Walbrook,sclempXX,Education and Youth,86.83,,,,,,,,,,,82.70481144343303
Glen-Falstaff,sclempXX,Education and Youth,87.79,,,,,,,,,,,94.0068493150685
Greater Charles Village/Barclay,sclempXX,Education and Youth,95.97,,,,,,,,,,,100.0
Greater Govans,sclempXX,Education and Youth,80.25,,,,,,,,,,,79.29634641407307
Greater Mondawmin,sclempXX,Education and Youth,77.46,,,,,,,,,,,72.86821705426357
Greater Roland Park/Poplar Hill,sclempXX,Education and Youth,96.98,,,,,,,,,,,95.4337899543379
Greater Rosemont,sclempXX,Education and Youth,76.18,,,,,,,,,,,84.65387823185988
Greenmount East,sclempXX,Education and Youth,81.37,,,,,,,,,,,92.69102990033223
Hamilton,sclempXX,Education and Youth,93.21,,,,,,,,,,,93.09462915601023
Harbor East/Little Italy,sclempXX,Education and Youth,,,,,,,,,,,,82.97872340425532
Harford/Echodale,sclempXX,Education and Youth,89.33,,,,,,,,,,,81.5154994259472
Highlandtown,sclempXX,Education and Youth,73.42,,,,,,,,,,,100.0
Howard Park/West Arlington,sclempXX,Education and Youth,77.02,,,,,,,,,,,89.66408268733849
Inner Harbor/Federal Hill,sclempXX,Education and Youth,84.57,,,,,,,,,,,84.92647058823529
Jonestown/Oldtown,sclempXX,Education and Youth,76.79,,,,,,,,,,,
Lauraville,sclempXX,Education and Youth,83.33,,,,,,,,,,,86.71454219030521
Loch Raven,sclempXX,Education and Youth,93.02,,,,,,,,,,,78.73227689741451
Madison/East End,sclempXX,Education and Youth,76.58,,,,,,,,,,,70.07874015748031
Medfield/Hampden/Woodberry,sclempXX,Education and Youth,67.3,,,,,,,,,,,81.77339901477832
Midtown*,sclempXX,Education and Youth,93.68,,,,,,,,,,,99.0590248075278
Midway/Coldstream,sclempXX,Education and Youth,77.18,,,,,,,,,,,81.66023166023166
Morrell Park/Violetville,sclempXX,Education and Youth,84.83,,,,,,,,,,,63.89684813753582
Mt. Washington/Coldspring,sclempXX,Education and Youth,95.63,,,,,,,,,,,100.0
North Baltimore/Guilford/Homeland,sclempXX,Education and Youth,100.0,,,,,,,,,,,100.0
Northwood,sclempXX,Education and Youth,93.2,,,,,,,,,,,95.85657370517929
Oldtown/Middle East,sclempXX,Education and Youth,,,,,,,,,,,,79.59770114942529
Orangeville/East Highlandtown,sclempXX,Education and Youth,59.34,,,,,,,,,,,78.48484848484848
Patterson Park North & East,sclempXX,Education and Youth,69.87,,,,,,,,,,,84.59051724137932
Penn North/Reservoir Hill,sclempXX,Education and Youth,73.83,,,,,,,,,,,68.27852998065764
Perkins/Middle East,sclempXX,Education and Youth,78.24,,,,,,,,,,,
Pimlico/Arlington/Hilltop,sclempXX,Education and Youth,82.24,,,,,,,,,,,92.79854147675478
Poppleton/The Terraces/Hollins Market,sclempXX,Education and Youth,82.99,,,,,,,,,,,90.47619047619048
Sandtown-Winchester/Harlem Park,sclempXX,Education and Youth,76.69,,,,,,,,,,,73.5496558505408
South Baltimore,sclempXX,Education and Youth,72.32,,,,,,,,,,,47.91666666666667
Southeastern,sclempXX,Education and Youth,71.99,,,,,,,,,,,85.4251012145749
Southern Park Heights,sclempXX,Education and Youth,79.04,,,,,,,,,,,87.34891216760677
Southwest Baltimore,sclempXX,Education and Youth,69.1,,,,,,,,,,,84.73214285714286
The Waverlies,sclempXX,Education and Youth,79.05,,,,,,,,,,,96.60574412532638
Upton/Druid Heights*,sclempXX,Education and Youth,67.82,,,,,,,,,,,73.85714285714286
Washington Village,sclempXX,Education and Youth,70.25,,,,,,,,,,,72.08480565371025
Westport/Mt. Winans/Lakeland,sclempXX,Education and Youth,80.38,,,,,,,,,,,77.31755424063115
Baltimore City,sclempXX,Education and Youth,81.7,,,,,,,,,,,85.98731043020736
Allendale/Irvington/S. Hilton,pct18-25_registeredvote,Education and Youth,,,46.04242110708743,,58.77,,75.32619925854243,,85.08529567140246,,78.8935658448587,
Beechfield/Ten Hills/West Hills,pct18-25_registeredvote,Education and Youth,,,49.346879535558784,,63.57000000000001,,80.53593606075088,,95.58474546840658,,83.54735152487962,
Belair-Edison,pct18-25_registeredvote,Education and Youth,,,52.06798866855524,,68.95,,92.35044340994905,,105.70770477512508,,80.85218306154655,
Brooklyn/Curtis Bay/Hawkins Point,pct18-25_registeredvote,Education and Youth,,,25.856044723969255,,38.92,,61.10757885550131,,63.26150134779706,,44.698412698412696,
Canton,pct18-25_registeredvote,Education and Youth,,,38.23146944083225,,50.72,,126.47254742720528,,108.58754072032777,,52.8235294117647,
Cedonia/Frankford,pct18-25_registeredvote,Education and Youth,,,43.35519502934069,,59.03,,77.7752291962026,,85.48621065148791,,68.9680499449137,
Cherry Hill,pct18-25_registeredvote,Education and Youth,,,53.81355932203389,,68.11,,82.73231871497617,,89.79060045149862,,72.08835341365462,
Chinquapin Park/Belvedere,pct18-25_registeredvote,Education and Youth,,,52.534562211981566,,65.32,,85.22371224464219,,89.84109603498658,,66.78321678321679,
Claremont/Armistead,pct18-25_registeredvote,Education and Youth,,,34.205607476635514,,47.2,,55.03060098219702,,58.998651906909515,,57.80885780885781,
Clifton-Berea,pct18-25_registeredvote,Education and Youth,,,51.033912324234905,,59.31000000000001,,84.80947995510404,,93.98293377845569,,81.60696999031946,
Cross-Country/Cheswolde,pct18-25_registeredvote,Education and Youth,,,60.84656084656084,,80.34,,112.96805941298722,,124.33856306312944,,80.4858934169279,
Dickeyville/Franklintown,pct18-25_registeredvote,Education and Youth,,,30.033003300330034,,44.22,,57.61808778262159,,61.91502992234253,,54.79166666666667,
Dorchester/Ashburton,pct18-25_registeredvote,Education and Youth,,,55.846585594013106,,74.84,,92.08170807893619,,109.82607371786459,,79.38053097345133,
Downtown/Seton Hill,pct18-25_registeredvote,Education and Youth,,,24.868282402528976,,38.04,,94.2737614834168,,92.29044251812753,,43.54716981132076,
Edmondson Village,pct18-25_registeredvote,Education and Youth,,,56.874265569917746,,80.26,,100.10816882657623,,114.79936762839846,,85.66591422121897,
Fells Point,pct18-25_registeredvote,Education and Youth,,,26.587301587301592,,36.75,,64.81953433800406,,52.41342168280744,,40.95796676441838,
Forest Park/Walbrook,pct18-25_registeredvote,Education and Youth,,,43.98954703832753,,57.14,,77.11450459154685,,91.64188223072858,,77.32447817836811,
Glen-Falstaff,pct18-25_registeredvote,Education and Youth,,,50.26943802925327,,72.13,,88.08556274965336,,104.31885376998224,,75.64841498559078,
Greater Charles Village/Barclay,pct18-25_registeredvote,Education and Youth,,,15.880503144654087,,21.1,,30.160686477001715,,29.704282646328295,,21.65375607998559,
Greater Govans,pct18-25_registeredvote,Education and Youth,,,52.524357838795396,,64.3,,89.75677673441771,,103.44517405774938,,86.27450980392157,
Greater Mondawmin,pct18-25_registeredvote,Education and Youth,,,48.358473824312334,,62.63999999999999,,70.44761106776119,,81.96493167829435,,51.48378191856453,
Greater Roland Park/Poplar Hill,pct18-25_registeredvote,Education and Youth,,,107.66283524904215,,130.84,,110.3628924236561,,111.50773570605918,,85.41666666666666,
